"scientific_name","common_name","genus","category","family","order","production_sector","broad_category","nutrient","value"
"auchenoglanis occidentalis","bubu","auchenoglanis","Inland waters","bagridae","siluriformes","Capture production","freshwater","Omega-3 fatty acids",0.434475
"austroglossus microlepis","west coast sole","austroglossus","Demersal Fish","soleidae","pleuronectiformes","Capture production","Marine areas","Omega-3 fatty acids",0.569522222222222
"austroglossus pectoralis","mud sole","austroglossus","Demersal Fish","soleidae","pleuronectiformes","import","Marine areas","Omega-3 fatty acids",0.569522222222222
"austroglossus spp","southeast atlantic soles nei","austroglossus","Demersal Fish","soleidae","pleuronectiformes","Capture production","Marine areas","Omega-3 fatty acids",0.569522222222222
"bagrus","naked catfishes","bagrus","Inland waters","bagridae","siluriformes","Capture production","freshwater","Omega-3 fatty acids",0.434475
"bagrus bajad","bayad","bagrus","Inland waters","bagridae","siluriformes","Capture production","freshwater","Omega-3 fatty acids",0.434475
"balistes carolinensis","grey triggerfish","balistes","Demersal Fish","balistidae","tetraodontiformes","Capture production","Marine areas","Omega-3 fatty acids",0.175633333333333
"balistes carolinensis","grey triggerfish","balistes","Demersal Fish","balistidae","tetraodontiformes","Capture production","Marine areas","Vitamin A",1.25
"balistes vetula","queen triggerfish","balistes","Demersal Fish","balistidae","tetraodontiformes","Capture production","Marine areas","Omega-3 fatty acids",0.175633333333333
"balistes vetula","queen triggerfish","balistes","Demersal Fish","balistidae","tetraodontiformes","Capture production","Marine areas","Vitamin A",1.25
"balistidae","triggerfishes, durgons nei",NA,"Demersal Fish","balistidae","tetraodontiformes","import","Marine areas","Omega-3 fatty acids",0.175633333333333
"balistidae","triggerfishes, durgons nei",NA,"Demersal Fish","balistidae","tetraodontiformes","import","Marine areas","Vitamin A",1.25
"berryteuthis magister","schoolmaster gonate squid","berryteuthis","Cephalopods","gonatidae","teuthida","import","Marine areas","Calcium",35.6655346511628
"berryteuthis magister","schoolmaster gonate squid","berryteuthis","Cephalopods","gonatidae","teuthida","import","Marine areas","Omega-3 fatty acids",0.488
"berryteuthis magister","schoolmaster gonate squid","berryteuthis","Cephalopods","gonatidae","teuthida","import","Marine areas","Vitamin A",3.8
"berryteuthis magister","schoolmaster gonate squid","berryteuthis","Cephalopods","gonatidae","teuthida","import","Marine areas","Vitamin B12",3.90086956521739
"berryteuthis magister","schoolmaster gonate squid","berryteuthis","Cephalopods","gonatidae","teuthida","import","Marine areas","Zinc",1.68645514285714
"bolbometopon muricatum","green humphead parrotfish","bolbometopon","Demersal Fish","scaridae","perciformes","import","Marine areas","Omega-3 fatty acids",1.15059860465116
"bolbometopon muricatum","green humphead parrotfish","bolbometopon","Demersal Fish","scaridae","perciformes","import","Marine areas","Vitamin A",4.01617647058824
"bothidae","lefteye flounders nei",NA,"Demersal Fish","bothidae","pleuronectiformes","import","Marine areas","Calcium",39.8665730973451
"bothidae","lefteye flounders nei",NA,"Demersal Fish","bothidae","pleuronectiformes","import","Marine areas","Iron",1.36458204819277
"bothidae","lefteye flounders nei",NA,"Demersal Fish","bothidae","pleuronectiformes","import","Marine areas","Omega-3 fatty acids",0.569522222222222
"bothidae","lefteye flounders nei",NA,"Demersal Fish","bothidae","pleuronectiformes","import","Marine areas","Vitamin A",5.46666666666667
"bothidae","lefteye flounders nei",NA,"Demersal Fish","bothidae","pleuronectiformes","import","Marine areas","Vitamin B12",1.60488372093023
"bothus pantherinus","leopard flounder","bothus","Demersal Fish","bothidae","pleuronectiformes","import","Marine areas","Calcium",39.8665730973451
"bothus pantherinus","leopard flounder","bothus","Demersal Fish","bothidae","pleuronectiformes","import","Marine areas","Iron",1.36458204819277
"bothus pantherinus","leopard flounder","bothus","Demersal Fish","bothidae","pleuronectiformes","import","Marine areas","Omega-3 fatty acids",0.569522222222222
"bothus pantherinus","leopard flounder","bothus","Demersal Fish","bothidae","pleuronectiformes","import","Marine areas","Vitamin A",5.46666666666667
"bothus pantherinus","leopard flounder","bothus","Demersal Fish","bothidae","pleuronectiformes","import","Marine areas","Vitamin B12",1.60488372093023
"brachyplatystoma filamentosum","kumakuma","brachyplatystoma","Inland waters","pimelodidae","siluriformes","Capture production","freshwater","Omega-3 fatty acids",0.434475
"brachyplatystoma filamentosum","kumakuma","brachyplatystoma","Inland waters","pimelodidae","siluriformes","Capture production","freshwater","Vitamin A",5.47058823529412
"brachyplatystoma filamentosum","kumakuma","brachyplatystoma","Inland waters","pimelodidae","siluriformes","Capture production","freshwater","Vitamin B12",2.88844036697248
"brachyplatystoma rousseauxii","brachyplatystoma rousseauxii","brachyplatystoma","Inland waters","pimelodidae","siluriformes","Capture production","freshwater","Omega-3 fatty acids",0.434475
"brachyplatystoma rousseauxii","brachyplatystoma rousseauxii","brachyplatystoma","Inland waters","pimelodidae","siluriformes","Capture production","freshwater","Vitamin A",5.47058823529412
"brachyplatystoma rousseauxii","brachyplatystoma rousseauxii","brachyplatystoma","Inland waters","pimelodidae","siluriformes","Capture production","freshwater","Vitamin B12",2.88844036697248
"brachyplatystoma vaillantii","laulao catfish","brachyplatystoma","Inland waters","pimelodidae","siluriformes","Capture production","freshwater","Omega-3 fatty acids",0.434475
"brachyplatystoma vaillantii","laulao catfish","brachyplatystoma","Inland waters","pimelodidae","siluriformes","Capture production","freshwater","Vitamin A",5.47058823529412
"brama australis","southern rays bream","brama","Pelagic Fish","bramidae","perciformes","import","Marine areas","Vitamin A",4.01617647058824
"brama australis","southern rays bream","brama","Pelagic Fish","bramidae","perciformes","import","Marine areas","Vitamin B12",3.00671140939597
"brama brama","atlantic pomfret","brama","Pelagic Fish","bramidae","perciformes","import","Marine areas","Vitamin A",4.01617647058824
"brama brama","atlantic pomfret","brama","Pelagic Fish","bramidae","perciformes","import","Marine areas","Vitamin B12",3.00671140939597
"bramidae","pomfrets, ocean breams nei",NA,"Pelagic Fish","bramidae","perciformes","import","Marine areas","Vitamin A",4.01617647058824
"bramidae","pomfrets, ocean breams nei",NA,"Pelagic Fish","bramidae","perciformes","import","Marine areas","Vitamin B12",3.00671140939597
"bregmaceros mcclellandi","unicorn cod","bregmaceros","Demersal Fish","bregmacerotidae","gadiformes","import","Marine areas","Vitamin A",3.60869565217391
"brosme brosme","tusk(=cusk)","brosme","Demersal Fish","lotidae","gadiformes","import","Marine areas","Omega-3 fatty acids",0.247774277777778
"brycon","brycon spp","brycon","OFWDA","characidae","characiformes","Aquaculture (freshwater)","freshwater","Calcium",223.294
"brycon amazonicus","brycon amazonicus","brycon","OFWDA","characidae","characiformes","Aquaculture (freshwater)","freshwater","Calcium",223.294
"brycon cephalus","brycon cephalus","brycon","OFWDA","characidae","characiformes","Aquaculture (freshwater)","freshwater","Calcium",223.294
"brycon guatemalensis","machaca","brycon","Inland waters","characidae","characiformes","Capture production","freshwater","Calcium",223.294
"brycon hilarii","brycon hilarii","brycon","OFWDA","characidae","characiformes","Aquaculture (freshwater)","freshwater","Calcium",223.294
"brycon orbignyanus","brycon orbignyanus","brycon","OFWDA","characidae","characiformes","Aquaculture (freshwater)","freshwater","Calcium",223.294
"caesionidae","fusiliers nei",NA,"Demersal Fish","caesionidae","perciformes","import","Marine areas","Calcium",199.630326830467
"caesionidae","fusiliers nei",NA,"Demersal Fish","caesionidae","perciformes","import","Marine areas","Iron",1.35020655411255
"caesionidae","fusiliers nei",NA,"Demersal Fish","caesionidae","perciformes","import","Marine areas","Omega-3 fatty acids",1.15059860465116
"caesionidae","fusiliers nei",NA,"Demersal Fish","caesionidae","perciformes","import","Marine areas","Vitamin A",4.01617647058824
"caesionidae","fusiliers nei",NA,"Demersal Fish","caesionidae","perciformes","import","Marine areas","Vitamin B12",3.00671140939597
"caesionidae","fusiliers nei",NA,"Demersal Fish","caesionidae","perciformes","import","Marine areas","Zinc",1.05317930555556
"callista chione","smooth callista","callista","Moluscs; Other","veneridae","veneroida","import","Marine areas","Vitamin B12",9.03333333333333
"callorhinchus callorynchus","plownose chimaera","callorhinchus","Demersal Fish","callorhinchidae","chimaeriformes","Capture production","Marine areas","Vitamin A",5
"callorhinchus capensis","cape elephantfish","callorhinchus","Demersal Fish","callorhinchidae","chimaeriformes","import","Marine areas","Vitamin A",5
"callorhinchus milii","ghost shark","callorhinchus","Demersal Fish","callorhinchidae","chimaeriformes","import","Marine areas","Vitamin A",5
"cancer pagurus","edible crab","cancer","Crustaceans","cancridae","decapoda","import","Marine areas","Omega-3 fatty acids",1.00159172
"canthidermis macrolepis","largescale triggerfish","canthidermis","Demersal Fish","balistidae","tetraodontiformes","Capture production","Marine areas","Omega-3 fatty acids",0.175633333333333
"canthidermis macrolepis","largescale triggerfish","canthidermis","Demersal Fish","balistidae","tetraodontiformes","Capture production","Marine areas","Vitamin A",1.25
"caproidae","boarfishes nei","caproidae","Demersal Fish","caproidae","zeiformes","Capture production","Marine areas","Vitamin A",7
"capros aper","boarfish","capros","Demersal Fish","caproidae","perciformes","import","Marine areas","Omega-3 fatty acids",1.15059860465116
"capros aper","boarfish","capros","Demersal Fish","caproidae","perciformes","import","Marine areas","Vitamin A",4.01617647058824
"carcharhiniformes","dogfishes and hounds nei",NA,"Demersal Fish",NA,"carcharhiniformes","import","Marine areas","Omega-3 fatty acids",0.095717
"carcharhiniformes","dogfishes and hounds nei",NA,"Demersal Fish",NA,"carcharhiniformes","import","Marine areas","Vitamin A",5
"carcharhiniformes","various sharks nei",NA,"Demersal Fish",NA,"carcharhiniformes","import","Marine areas","Calcium",14.0788215384615
"carcharhiniformes","various sharks nei",NA,"Demersal Fish",NA,"carcharhiniformes","import","Marine areas","Iron",0.938582307692308
"carcharhiniformes","various sharks nei",NA,"Demersal Fish",NA,"carcharhiniformes","import","Marine areas","Omega-3 fatty acids",0.095717
"carcharhiniformes","various sharks nei",NA,"Demersal Fish",NA,"carcharhiniformes","import","Marine areas","Vitamin A",5
"carcharhiniformes","various sharks nei",NA,"Demersal Fish",NA,"carcharhiniformes","import","Marine areas","Vitamin B12",1.22
"carcharhiniformes","various sharks nei",NA,"Demersal Fish",NA,"carcharhiniformes","import","Marine areas","Zinc",0.241405
"carcharodon carcharias","great white shark","carcharodon","Demersal Fish","lamnidae","lamniformes","Capture production","Marine areas","Calcium",15.5
"carcharodon carcharias","great white shark","carcharodon","Demersal Fish","lamnidae","lamniformes","Capture production","Marine areas","Iron",1.91166666666667
"carcharodon carcharias","great white shark","carcharodon","Demersal Fish","lamnidae","lamniformes","Capture production","Marine areas","Zinc",1.13
"carpiodes carpio","river carpsucker","carpiodes","Inland waters","catostomidae","cypriniformes","Capture production","freshwater","Omega-3 fatty acids",1.18936417910448
"carpiodes carpio","river carpsucker","carpiodes","Inland waters","catostomidae","cypriniformes","Capture production","freshwater","Vitamin A",4.85909090909091
"catostomidae","suckers nei","catostomidae","Inland waters","catostomidae","cypriniformes","Capture production","freshwater","Omega-3 fatty acids",1.18936417910448
"catostomidae","suckers nei","catostomidae","Inland waters","catostomidae","cypriniformes","Capture production","freshwater","Vitamin A",4.85909090909091
"caulolatilus microps","grey tilefish","caulolatilus","Demersal Fish","malacanthidae","perciformes","import","Marine areas","Vitamin A",4.01617647058824
"centriscops humerosus","banded yellowfish","centriscops","Demersal Fish","centriscidae","syngnathiformes","Capture production","Marine areas","Vitamin A",2.5
"centrophorus lusitanicus","lowfin gulper shark","centrophorus","Demersal Fish","centrophoridae","squaliformes","import","Marine areas","Calcium",29.2857142857143
"centrophorus lusitanicus","lowfin gulper shark","centrophorus","Demersal Fish","centrophoridae","squaliformes","import","Marine areas","Iron",1.41428571428571
"centrophorus lusitanicus","lowfin gulper shark","centrophorus","Demersal Fish","centrophoridae","squaliformes","import","Marine areas","Omega-3 fatty acids",1.43
"centrophorus lusitanicus","lowfin gulper shark","centrophorus","Demersal Fish","centrophoridae","squaliformes","import","Marine areas","Vitamin B12",1.41636363636364
"centrophorus lusitanicus","lowfin gulper shark","centrophorus","Demersal Fish","centrophoridae","squaliformes","import","Marine areas","Zinc",0.628444444444444
"cephaloscyllium isabellum","draughtsboard shark","cephaloscyllium","Demersal Fish","scyliorhinidae","carcharhiniformes","Capture production","Marine areas","Omega-3 fatty acids",0.095717
"cephaloscyllium isabellum","draughtsboard shark","cephaloscyllium","Demersal Fish","scyliorhinidae","carcharhiniformes","Capture production","Marine areas","Vitamin B12",1.22
"cephaloscyllium isabellum","draughtsboard shark","cephaloscyllium","Demersal Fish","scyliorhinidae","carcharhiniformes","Capture production","Marine areas","Zinc",0.241405
"chaceon maritae","west african geryon","chaceon","Crustaceans","geryonidae","decapoda","import","Marine areas","Calcium",323.392743532934
"chaceon maritae","west african geryon","chaceon","Crustaceans","geryonidae","decapoda","import","Marine areas","Vitamin A",1.54285714285714
"chaceon maritae","west african geryon","chaceon","Crustaceans","geryonidae","decapoda","import","Marine areas","Vitamin B12",3.68300448303371
"chaceon notialis","southwest atlantic red crab","chaceon","Crustaceans","geryonidae","decapoda","import","Marine areas","Vitamin A",1.54285714285714
"chaceon notialis","southwest atlantic red crab","chaceon","Crustaceans","geryonidae","decapoda","import","Marine areas","Vitamin B12",3.68300448303371
"chamelea gallina","striped venus","chamelea","Moluscs; Other","veneridae","veneroida","import","Marine areas","Vitamin B12",9.03333333333333
"channa","snakeheads nei","channa","Inland waters","channidae","anabantiformes","Capture production","freshwater","Omega-3 fatty acids",1.006
"channa argus","snakeheads nei","channa","OFWDA","channidae","anabantiformes","Aquaculture (freshwater)","freshwater","Omega-3 fatty acids",1.006
"channa marulius","channa marulius","channa","OFWDA","channidae","anabantiformes","Aquaculture (freshwater)","freshwater","Omega-3 fatty acids",1.006
"channa micropeltes","indonesian snakehead","channa","OFWDA","channidae","anabantiformes","Aquaculture (freshwater)","freshwater","Omega-3 fatty acids",1.006
"channa punctata","spotted snakehead","channa","OFWDA","channidae","anabantiformes","Aquaculture (freshwater)","freshwater","Omega-3 fatty acids",1.006
"channa striata","striped snakehead","channa","OFWDA","channidae","anabantiformes","Aquaculture (freshwater)","freshwater","Omega-3 fatty acids",1.006
"characidae","characins nei","characidae","Inland waters","characidae","characiformes","Capture production","freshwater","Calcium",223.294
"characidae","characins nei","characidae","Inland waters","characidae","characiformes","Capture production","freshwater","Iron",2.87925627777778
"chimaeriformes","chimaeras, etc. nei","chimaeriformes","Demersal Fish",NA,"chimaeriformes","Capture production","Marine areas","Calcium",54
"chimaeriformes","chimaeras, etc. nei","chimaeriformes","Demersal Fish",NA,"chimaeriformes","Capture production","Marine areas","Iron",1.06666666666667
"chimaeriformes","chimaeras, etc. nei","chimaeriformes","Demersal Fish",NA,"chimaeriformes","Capture production","Marine areas","Vitamin A",5
"chirocentrus","wolf-herrings nei","chirocentrus","Pelagic Fish","chirocentridae","clupeiformes","import","Marine areas","Vitamin A",2.23913043478261
"chirocentrus","wolf-herrings nei","chirocentrus","Pelagic Fish","chirocentridae","clupeiformes","import","Marine areas","Vitamin B12",7.34738916256158
"chirocentrus dorab","dorab wolf-herring","chirocentrus","Pelagic Fish","chirocentridae","clupeiformes","import","Marine areas","Vitamin A",2.23913043478261
"chirocentrus dorab","dorab wolf-herring","chirocentrus","Pelagic Fish","chirocentridae","clupeiformes","import","Marine areas","Vitamin B12",7.34738916256158
"chirocentrus nudus","whitefin wolf-herring","chirocentrus","Pelagic Fish","chirocentridae","clupeiformes","import","Marine areas","Vitamin A",2.23913043478261
"chirocentrus nudus","whitefin wolf-herring","chirocentrus","Pelagic Fish","chirocentridae","clupeiformes","import","Marine areas","Vitamin B12",7.34738916256158
"chirocentrus spp","wolf-herrings nei","chirocentrus","Pelagic Fish","chirocentridae","clupeiformes","Capture production","Marine areas","Vitamin A",2.23913043478261
"chirocentrus spp","wolf-herrings nei","chirocentrus","Pelagic Fish","chirocentridae","clupeiformes","Capture production","Marine areas","Vitamin B12",7.34738916256158
"chirostoma","chirostoma spp","chirostoma","Inland waters","atherinidae","atheriniformes","Capture production","freshwater","Calcium",189.666666666667
"chirostoma","chirostoma spp","chirostoma","Inland waters","atherinidae","atheriniformes","Capture production","freshwater","Vitamin A",3
"chromobotia macracanthus","clown loach","chromobotia","Inland waters","cobitidae","cypriniformes","Capture production","freshwater","Vitamin A",4.85909090909091
"chrysichthys","black catfishes nei","chrysichthys","Inland waters","bagridae","siluriformes","Capture production","freshwater","Omega-3 fatty acids",0.434475
"chrysichthys brachynema","kibonde","chrysichthys","Inland waters","bagridae","siluriformes","Capture production","freshwater","Omega-3 fatty acids",0.434475
"chrysichthys nigrodigitatus","bagrid catfish","chrysichthys","OFWDA","bagridae","siluriformes","Aquaculture (brackishwater)","freshwater","Omega-3 fatty acids",0.434475
"chrysichthys platycephalus","chrysichthys platycephalus","chrysichthys","Inland waters","claroteidae","siluriformes","Capture production","freshwater","Calcium",119.48956875576
"chrysichthys platycephalus","chrysichthys platycephalus","chrysichthys","Inland waters","claroteidae","siluriformes","Capture production","freshwater","Omega-3 fatty acids",0.434475
"chrysichthys platycephalus","chrysichthys platycephalus","chrysichthys","Inland waters","claroteidae","siluriformes","Capture production","freshwater","Vitamin A",5.47058823529412
"chrysichthys platycephalus","chrysichthys platycephalus","chrysichthys","Inland waters","claroteidae","siluriformes","Capture production","freshwater","Vitamin B12",2.88844036697248
"chrysichthys sianenna","chrysichthys sianenna","chrysichthys","Inland waters","claroteidae","siluriformes","Capture production","freshwater","Calcium",119.48956875576
"chrysichthys sianenna","chrysichthys sianenna","chrysichthys","Inland waters","claroteidae","siluriformes","Capture production","freshwater","Omega-3 fatty acids",0.434475
"chrysichthys sianenna","chrysichthys sianenna","chrysichthys","Inland waters","claroteidae","siluriformes","Capture production","freshwater","Vitamin A",5.47058823529412
"chrysichthys sianenna","chrysichthys sianenna","chrysichthys","Inland waters","claroteidae","siluriformes","Capture production","freshwater","Vitamin B12",2.88844036697248
"chrysichthys stappersii","chrysichthys stappersii","chrysichthys","Inland waters","claroteidae","siluriformes","Capture production","freshwater","Calcium",119.48956875576
"chrysichthys stappersii","chrysichthys stappersii","chrysichthys","Inland waters","claroteidae","siluriformes","Capture production","freshwater","Omega-3 fatty acids",0.434475
"chrysichthys stappersii","chrysichthys stappersii","chrysichthys","Inland waters","claroteidae","siluriformes","Capture production","freshwater","Vitamin A",5.47058823529412
"chrysichthys stappersii","chrysichthys stappersii","chrysichthys","Inland waters","claroteidae","siluriformes","Capture production","freshwater","Vitamin B12",2.88844036697248
"citharidae","citharids nei","citharidae","Demersal Fish","citharidae","pleuronectiformes","Capture production","Marine areas","Calcium",39.8665730973451
"citharidae","citharids nei","citharidae","Demersal Fish","citharidae","pleuronectiformes","Capture production","Marine areas","Iron",1.36458204819277
"citharidae","citharids nei","citharidae","Demersal Fish","citharidae","pleuronectiformes","Capture production","Marine areas","Omega-3 fatty acids",0.569522222222222
"citharidae","citharids nei","citharidae","Demersal Fish","citharidae","pleuronectiformes","Capture production","Marine areas","Vitamin A",5.46666666666667
"citharidae","citharids nei","citharidae","Demersal Fish","citharidae","pleuronectiformes","Capture production","Marine areas","Vitamin B12",1.60488372093023
"citharidae","citharids nei","citharidae","Demersal Fish","citharidae","pleuronectiformes","Capture production","Marine areas","Zinc",1.16587236842105
"citharinus","citharinus nei","citharinus","OFWDA","citharinidae","characiformes","Aquaculture (freshwater)","freshwater","Calcium",223.294
"citharinus","citharinus nei","citharinus","OFWDA","citharinidae","characiformes","Aquaculture (freshwater)","freshwater","Iron",2.87925627777778
"citharinus","citharinus nei","citharinus","OFWDA","citharinidae","characiformes","Aquaculture (freshwater)","freshwater","Zinc",0.7862985
"citharus linguatula","spotted flounder","citharus","Demersal Fish","citharidae","pleuronectiformes","Capture production","Marine areas","Calcium",39.8665730973451
"citharus linguatula","spotted flounder","citharus","Demersal Fish","citharidae","pleuronectiformes","Capture production","Marine areas","Iron",1.36458204819277
"citharus linguatula","spotted flounder","citharus","Demersal Fish","citharidae","pleuronectiformes","Capture production","Marine areas","Omega-3 fatty acids",0.569522222222222
"citharus linguatula","spotted flounder","citharus","Demersal Fish","citharidae","pleuronectiformes","Capture production","Marine areas","Vitamin A",5.46666666666667
"citharus linguatula","spotted flounder","citharus","Demersal Fish","citharidae","pleuronectiformes","Capture production","Marine areas","Vitamin B12",1.60488372093023
"citharus linguatula","spotted flounder","citharus","Demersal Fish","citharidae","pleuronectiformes","Capture production","Marine areas","Zinc",1.16587236842105
"clarias","africabighead catfish, hybrid","clarias","OFWDA","clariidae","siluriformes","Aquaculture (freshwater)","freshwater","Omega-3 fatty acids",0.434475
"clarias","african catfish","clarias","Inland waters","clariidae","siluriformes","Freshwater (assumed capture)","freshwater","Omega-3 fatty acids",0.434475
"clarias","catfish","clarias","Inland waters","clariidae","siluriformes","Freshwater (assumed capture)","freshwater","Omega-3 fatty acids",0.434475
"clarias","torpedoshaped catfishes nei","clarias","OFWDA","clariidae","siluriformes","Aquaculture (freshwater)","freshwater","Omega-3 fatty acids",0.434475
"clarias anguillaris","mudfish","clarias","Inland waters","clariidae","siluriformes","Capture production","freshwater","Omega-3 fatty acids",0.434475
"clarias batrachus","philippine catfish","clarias","OFWDA","clariidae","siluriformes","Aquaculture (freshwater)","freshwater","Omega-3 fatty acids",0.434475
"clarias batrachus","walking catfish","clarias","Inland waters","clariidae","siluriformes","Freshwater (assumed capture)","freshwater","Omega-3 fatty acids",0.434475
"clarias gariepinus","north african catfish","clarias","OFWDA","clariidae","siluriformes","Aquaculture (freshwater)","freshwater","Omega-3 fatty acids",0.434475
"clupeiformes","clupeoids nei",NA,"Pelagic Fish",NA,"clupeiformes","import","Marine areas","Calcium",376.888997036145
"clupeiformes","clupeoids nei",NA,"Pelagic Fish",NA,"clupeiformes","import","Marine areas","Iron",2.5807831797235
"clupeiformes","clupeoids nei",NA,"Pelagic Fish",NA,"clupeiformes","import","Marine areas","Omega-3 fatty acids",0.68323158411215
"clupeiformes","clupeoids nei",NA,"Pelagic Fish",NA,"clupeiformes","import","Marine areas","Vitamin A",2.23913043478261
"clupeiformes","clupeoids nei",NA,"Pelagic Fish",NA,"clupeiformes","import","Marine areas","Vitamin B12",7.34738916256158
"clupeiformes","clupeoids nei",NA,"Pelagic Fish",NA,"clupeiformes","import","Marine areas","Zinc",1.80284831671554
"clupeiformes","diadromous clupeoids nei","clupeiformes","Inland waters",NA,"clupeiformes","Capture production","freshwater","Calcium",376.888997036145
"clupeiformes","diadromous clupeoids nei","clupeiformes","Inland waters",NA,"clupeiformes","Capture production","freshwater","Iron",2.5807831797235
"clupeiformes","diadromous clupeoids nei","clupeiformes","Inland waters",NA,"clupeiformes","Capture production","freshwater","Omega-3 fatty acids",0.68323158411215
"clupeiformes","diadromous clupeoids nei","clupeiformes","Inland waters",NA,"clupeiformes","Capture production","freshwater","Vitamin A",2.23913043478261
"clupeiformes","diadromous clupeoids nei","clupeiformes","Inland waters",NA,"clupeiformes","Capture production","freshwater","Vitamin B12",7.34738916256158
"clupeiformes","diadromous clupeoids nei","clupeiformes","Inland waters",NA,"clupeiformes","Capture production","freshwater","Zinc",1.80284831671554
"clupeiformes","diadromous clupeoids nei",NA,"Pelagic Fish",NA,"clupeiformes","import","Marine areas","Calcium",376.888997036145
"clupeiformes","diadromous clupeoids nei",NA,"Pelagic Fish",NA,"clupeiformes","import","Marine areas","Iron",2.5807831797235
"clupeiformes","diadromous clupeoids nei",NA,"Pelagic Fish",NA,"clupeiformes","import","Marine areas","Omega-3 fatty acids",0.68323158411215
"clupeiformes","diadromous clupeoids nei",NA,"Pelagic Fish",NA,"clupeiformes","import","Marine areas","Vitamin A",2.23913043478261
"clupeiformes","diadromous clupeoids nei",NA,"Pelagic Fish",NA,"clupeiformes","import","Marine areas","Vitamin B12",7.34738916256158
"clupeiformes","diadromous clupeoids nei",NA,"Pelagic Fish",NA,"clupeiformes","import","Marine areas","Zinc",1.80284831671554
"clupeoidei","clupeoids nei","clupeoidei","Pelagic Fish",NA,"clupeiformes","Capture production","Marine areas","Calcium",376.888997036145
"clupeoidei","clupeoids nei","clupeoidei","Pelagic Fish",NA,"clupeiformes","Capture production","Marine areas","Iron",2.5807831797235
"clupeoidei","clupeoids nei","clupeoidei","Pelagic Fish",NA,"clupeiformes","Capture production","Marine areas","Omega-3 fatty acids",0.68323158411215
"clupeoidei","clupeoids nei","clupeoidei","Pelagic Fish",NA,"clupeiformes","Capture production","Marine areas","Vitamin A",2.23913043478261
"clupeoidei","clupeoids nei","clupeoidei","Pelagic Fish",NA,"clupeiformes","Capture production","Marine areas","Vitamin B12",7.34738916256158
"clupeoidei","clupeoids nei","clupeoidei","Pelagic Fish",NA,"clupeiformes","Capture production","Marine areas","Zinc",1.80284831671554
"clupeoidei","diadromous clupeoids nei","clupeoidei","Freshwater Fish",NA,"clupeiformes","Capture production","Inland waters","Calcium",376.888997036145
"clupeoidei","diadromous clupeoids nei","clupeoidei","Freshwater Fish",NA,"clupeiformes","Capture production","Inland waters","Iron",2.5807831797235
"clupeoidei","diadromous clupeoids nei","clupeoidei","Freshwater Fish",NA,"clupeiformes","Capture production","Inland waters","Omega-3 fatty acids",0.68323158411215
"clupeoidei","diadromous clupeoids nei","clupeoidei","Freshwater Fish",NA,"clupeiformes","Capture production","Inland waters","Vitamin A",2.23913043478261
"clupeoidei","diadromous clupeoids nei","clupeoidei","Freshwater Fish",NA,"clupeiformes","Capture production","Inland waters","Vitamin B12",7.34738916256158
"clupeoidei","diadromous clupeoids nei","clupeoidei","Freshwater Fish",NA,"clupeiformes","Capture production","Inland waters","Zinc",1.80284831671554
"coelorinchus chilensis","chilean grenadier","coelorinchus","Demersal Fish","macrouridae","gadiformes","Capture production","Marine areas","Omega-3 fatty acids",0.247774277777778
"coelorinchus chilensis","chilean grenadier","coelorinchus","Demersal Fish","macrouridae","gadiformes","Capture production","Marine areas","Vitamin A",3.60869565217391
"coelorinchus chilensis","chilean grenadier","coelorinchus","Demersal Fish","macrouridae","gadiformes","Capture production","Marine areas","Vitamin B12",1.66672131147541
"colossoma macropomum","cachama","colossoma","OFWDA","characidae","characiformes","Aquaculture (freshwater)","freshwater","Calcium",223.294
"coregonus","whitefishes nei","coregonus","Inland waters","coregonidae","salmoniformes","Capture production","freshwater","Vitamin A",1.70869565217391
"coregonus albula","vendace","coregonus","Freshwater Fish","coregonidae","salmoniformes","Capture production","Inland waters","Vitamin A",1.70869565217391
"coregonus albula","vendace","coregonus","Inland waters","coregonidae","salmoniformes","Capture production","freshwater","Vitamin A",1.70869565217391
"coregonus artedi","lake cisco","coregonus","Inland waters","coregonidae","salmoniformes","Capture production","freshwater","Vitamin A",1.70869565217391
"coregonus clupeaformis","lake(=common) whitefish","coregonus","Inland waters","coregonidae","salmoniformes","Capture production","freshwater","Vitamin A",1.70869565217391
"coregonus lavaretus","common whitefish","coregonus","Inland waters","coregonidae","salmoniformes","Recreational","freshwater","Vitamin A",1.70869565217391
"coregonus lavaretus","european whitefish","coregonus","Freshwater Fish","coregonidae","salmoniformes","Capture production","Marine areas","Vitamin A",1.70869565217391
"coregonus lavaretus","european whitefish","coregonus","SALA","coregonidae","salmoniformes","Aquaculture (freshwater)","freshwater","Vitamin A",1.70869565217391
"coregonus peled","peled","coregonus","SALA","coregonidae","salmoniformes","Aquaculture (freshwater)","freshwater","Vitamin A",1.70869565217391
"coregonus spp","whitefishes nei","coregonus","Freshwater Fish","coregonidae","salmoniformes","Capture production","Inland waters","Vitamin A",1.70869565217391
"coryphaenoides rupestris","roundnose grenadier","coryphaenoides","Demersal Fish","macrouridae","gadiformes","import","Marine areas","Omega-3 fatty acids",0.247774277777778
"coryphaenoides rupestris","roundnose grenadier","coryphaenoides","Demersal Fish","macrouridae","gadiformes","import","Marine areas","Vitamin A",3.60869565217391
"coryphaenoides rupestris","roundnose grenadier","coryphaenoides","Demersal Fish","macrouridae","gadiformes","import","Marine areas","Vitamin B12",1.66672131147541
