mar_taxa_name,mar_match_key,afcd_match_species,afcd_match_genus,afcd_match_family,afcd_match_order,afcd_match_class,afcd_match_phylum,missing,tonnes
chaceon affinis,NA,NA,NA,NA,NA,NA,NA,1,3429.718347
paphies australis,paphies australis,paphies australis,paphies,NA,NA,NA,NA,0,3409.953661
haemulon flavolineatum,haemulon,NA,haemulon,NA,NA,NA,NA,0,3354.213954
benthodesmus,NA,NA,NA,NA,NA,NA,NA,1,3353.621289
carcharhinus galapagensis,carcharhinus,NA,carcharhinus,NA,NA,NA,NA,0,3264.870544
turbo setosus,turbo,NA,turbo,NA,NA,NA,NA,0,3227.552722
nebrius ferrugineus,zebrias,NA,zebrias,NA,NA,NA,NA,0,3181.652788
lithodes,lithodes,NA,lithodes,NA,NA,NA,NA,0,3126.818764
hoplopagrus guentherii,NA,NA,NA,NA,NA,NA,NA,1,3105.6335
herklotsichthys quadrimaculatus,NA,NA,NA,NA,NA,NA,NA,1,3102.644724
diapterus peruvianus,diapterus peruvianus,diapterus peruvianus,diapterus,NA,NA,NA,NA,0,3007.869045
mustelus henlei,mustelus,NA,mustelus,NA,NA,NA,NA,0,2962.893455
lethrinus atkinsoni,lethrinus,NA,lethrinus,NA,NA,NA,NA,0,2941.758649
bathyraja eatonii,bathyraja,NA,bathyraja,NA,NA,NA,NA,0,2941.421384
scyllarides latus,scyllarides latus,scyllarides latus,scyllarides,NA,NA,NA,NA,0,2910.635208
hippocampus,NA,NA,NA,NA,NA,NA,NA,1,2893.812731
centrophorus lusitanicus,centrophorus,NA,centrophorus,NA,NA,NA,NA,0,2886.147202
haemulon vittatum,haemulon,NA,haemulon,NA,NA,NA,NA,0,2866.345103
kyphosus bigibbus,kiphosus bigibus,kiphosus bigibus,kyphosus,NA,NA,NA,NA,0,2861.850993
lithognathus lithognathus,lithognathus,NA,lithognathus,NA,NA,NA,NA,0,2860.03
solea senegalensis,solea senegalensis,solea senegalensis,solea,NA,NA,NA,NA,0,2846.235166
epigonus,NA,NA,NA,NA,NA,NA,NA,1,2829.611188
vimba,NA,NA,NA,NA,NA,NA,NA,1,2773.677104
gymnothorax moringa,gymnothorax,NA,gymnothorax,NA,NA,NA,NA,0,2748.019465
lutjanus monostigma,lutjanus monostigma,lutjanus monostigma,lutjanus,NA,NA,NA,NA,0,2662.314892
sebastes crameri,sebastes,NA,sebastes,NA,NA,NA,NA,0,2654.949842
tridacnidae,tridacnidae,NA,NA,tridacnidae,NA,NA,NA,0,2588.257272
stomatopoda,stomatopoda,NA,NA,NA,stomatopoda,NA,NA,0,2585.34
rostroraja alba,NA,NA,NA,NA,NA,NA,NA,1,2508.681578
cynoscion steindachneri,cynoscion,NA,cynoscion,NA,NA,NA,NA,0,2496.744018
alepisaurus ferox,NA,NA,NA,NA,NA,NA,NA,1,2479.794051
plectorhinchus schotaf,plectorhinchus schotaf,plectorhinchus schotaf,plectorhinchus,NA,NA,NA,NA,0,2470.528791
ensis ensis,ensis,NA,ensis,NA,NA,NA,NA,0,2443.562816
palinurus delagoae,palinurus,NA,palinurus,NA,NA,NA,NA,0,2419.75
liocarcinus depurator,NA,NA,NA,NA,NA,NA,NA,1,2384.348434
stolephorus indicus,stolephorus indicus,stolephorus indicus,stolephorus,NA,NA,NA,NA,0,2366.134875
stolephorus waitei,stolephorus waitei,stolephorus waitei,stolephorus,NA,NA,NA,NA,0,2366.134875
fistulariidae,fistulariidae,NA,NA,fistulariidae,NA,NA,NA,0,2309.00833
mulloidichthys,mulloidichthys,NA,mulloidichthys,NA,NA,NA,NA,0,2306.435319
notorynchus cepedianus,NA,NA,NA,NA,NA,NA,NA,1,2272.760636
notoscopelus,notoscopelus,NA,notoscopelus,NA,NA,NA,NA,0,2268.333229
oxynotus centrina,NA,NA,NA,NA,NA,NA,NA,1,2235.327984
scarus persicus,scarus,NA,scarus,NA,NA,NA,NA,0,2208
aphia minuta,paphia,NA,paphia,NA,NA,NA,NA,0,2198.535916
tellina,tellina,NA,tellina,NA,NA,NA,NA,0,2160.115179
zearaja nasuta,NA,NA,NA,NA,NA,NA,NA,1,2149.525
cepola macrophthalma,cepola macrophthalma,cepola macrophthalma,cepola,NA,NA,NA,NA,0,2148.666721
uranoscopus scaber,uranoscopus,NA,uranoscopus,NA,NA,NA,NA,0,2119.792211
alepocephalus bairdii,alepocephalus bairdii,alepocephalus bairdii,alepocephalus,NA,NA,NA,NA,0,2077.927421
sparisoma chrysopterum,sparisoma,NA,sparisoma,NA,NA,NA,NA,0,2066.612011
pterygotrigla,NA,NA,NA,NA,NA,NA,NA,1,2029.157766
holothuria atra,holothuria atra,holothuria atra,holothuria,NA,NA,NA,NA,0,2006.460799
lile stolifera,liza,NA,liza,NA,NA,NA,NA,0,1989.402
scolopsis,scolopsis,NA,scolopsis,NA,NA,NA,NA,0,1951.46315
dasyatis akajei,dasyatis akajei,dasyatis akajei,dasyatis,NA,NA,NA,NA,0,1888.023875
gerres cinereus,gerres,NA,gerres,NA,NA,NA,NA,0,1887.470927
merluccius angustimanus,merluccius,NA,merluccius,NA,NA,NA,NA,0,1841.986256
dorosoma,NA,NA,NA,NA,NA,NA,NA,1,1821.851556
carangoides fulvoguttatus,carangoides fulvoguttatus,carangoides fulvoguttatus,carangoides,NA,NA,NA,NA,0,1815.945978
conger oceanicus,conger,NA,conger,NA,NA,NA,NA,0,1811.188818
holothuria edulis,holothuria edulis,holothuria edulis,holothuria,NA,NA,NA,NA,0,1803.3
bohadschia marmorata,bohadschia marmorata,bohadschia marmorata,bohadschia,NA,NA,NA,NA,0,1803.3
trachinotus cayennensis,trachinotus,NA,trachinotus,NA,NA,NA,NA,0,1801.998375
gymnocephalus cernua,NA,NA,NA,NA,NA,NA,NA,1,1791.635396
larimus pacificus,larimus,NA,larimus,NA,NA,NA,NA,0,1741.190325
zenopsis conchifer,zenopsis conchifer,zenopsis conchifer,zenopsis,NA,NA,NA,NA,0,1731.689061
diplodus argenteus argenteus,diplodus,NA,diplodus,NA,NA,NA,NA,0,1707.525822
canthidermis sufflamen,canthidermis,NA,canthidermis,NA,NA,NA,NA,0,1684.338942
dosinia,NA,NA,NA,NA,NA,NA,NA,1,1678.307129
sparisoma rubripinne,sparisoma,NA,sparisoma,NA,NA,NA,NA,0,1629.304112
holocentrus rufus,NA,NA,NA,NA,NA,NA,NA,1,1619.78637
dasyatis guttata,dasyatis,NA,dasyatis,NA,NA,NA,NA,0,1613.469728
neoniphon marianus,neoniphon,NA,neoniphon,NA,NA,NA,NA,0,1606.222575
uraspis secunda,NA,NA,NA,NA,NA,NA,NA,1,1600.247483
cheilinus,cheilinus,NA,cheilinus,NA,NA,NA,NA,0,1594.634463
iniistius pavo,goniistius,NA,goniistius,NA,NA,NA,NA,0,1584.536935
trigla lyra,trigla lyra,trigla lyra,trigla,NA,NA,NA,NA,0,1581.958099
pinguipes chilensis,pinguipes chilensis,pinguipes chilensis,pinguipes,NA,NA,NA,NA,0,1572.77619
metapenaeus ensis,metapenaeus,NA,metapenaeus,NA,NA,NA,NA,0,1555.752919
lunarca ovalis,NA,NA,NA,NA,NA,NA,NA,1,1555.740529
trachipterus,trachipterus,NA,trachipterus,NA,NA,NA,NA,0,1549.400064
bathyraja macloviana,bathyraja macloviana,bathyraja macloviana,bathyraja,NA,NA,NA,NA,0,1537.369703
scomberesocidae,NA,NA,NA,NA,NA,NA,NA,1,1514.75
alosa aestivalis,alosa,NA,alosa,NA,NA,NA,NA,0,1500.589151
cheimerius nufar,NA,NA,NA,NA,NA,NA,NA,1,1500
ostrea lutaria,tiostrea lutaria,tiostrea lutaria,ostrea,NA,NA,NA,NA,0,1488.217054
centroscymnus crepidater,centroscymnus,NA,centroscymnus,NA,NA,NA,NA,0,1471.709133
aphareus furca,apharus,NA,apharus,NA,NA,NA,NA,0,1461.034001
alosa alosa,alosa,NA,alosa,NA,NA,NA,NA,0,1434.007989
microchirus variegatus,NA,NA,NA,NA,NA,NA,NA,1,1395.657679
microgadus proximus,NA,NA,NA,NA,NA,NA,NA,1,1382.992803
cantherhines,NA,NA,NA,NA,NA,NA,NA,1,1381.145956
pristipomoides macrophthalmus,pristipomoides macropthalnus,pristipomoides macropthalnus,pristipomoides,NA,NA,NA,NA,0,1370.372871
trigloporus lastoviza,NA,NA,NA,NA,NA,NA,NA,1,1363.851308
panulirus regius,panulirus regius,panulirus regius,panulirus,NA,NA,NA,NA,0,1335.437729
cephaloscyllium isabellum,NA,NA,NA,NA,NA,NA,NA,1,1321.705808
crenidens crenidens,crenideus,NA,crenideus,NA,NA,NA,NA,0,1308.853546
girella nigricans,girella,NA,girella,NA,NA,NA,NA,0,1279.150272
peprilus simillimus,peprilus,NA,peprilus,NA,NA,NA,NA,0,1270.513115
palaemon longirostris,palaemon longirostris,palaemon longirostris,palaemon,NA,NA,NA,NA,0,1250.563917
palinurus mauritanicus,palinurus,NA,palinurus,NA,NA,NA,NA,0,1246.644102
pollicipes pollicipes,NA,NA,NA,NA,NA,NA,NA,1,1240.500641
chione stutchburyi,NA,NA,NA,NA,NA,NA,NA,1,1206.366072
sphyraena guachancho,sphyraena guachancho,sphyraena guachancho,sphyraena,NA,NA,NA,NA,0,1202.58606
aethaloperca rogaa,NA,NA,NA,NA,NA,NA,NA,1,1152.441201
aristaeomorpha foliacea,aristaeomorpha foliacea,aristaeomorpha foliacea,aristaeomorpha,NA,NA,NA,NA,0,1149.161702
strombus luhuanus,strombus,NA,strombus,NA,NA,NA,NA,0,1144.610965
gnathodentex aureolineatus,NA,NA,NA,NA,NA,NA,NA,1,1127.716897
abudefduf vaigiensis,abudefduf,NA,abudefduf,NA,NA,NA,NA,0,1122.596475
parribacus caledonicus,NA,NA,NA,NA,NA,NA,NA,1,1118.734795
nibea albiflora,nibea albiflora,nibea albiflora,nibea,NA,NA,NA,NA,0,1117.209159
gymnocranius grandoculis,NA,NA,NA,NA,NA,NA,NA,1,1108.623441
rioraja agassizii,NA,NA,NA,NA,NA,NA,NA,1,1096
atractoscion aequidens,atractoscion,NA,atractoscion,NA,NA,NA,NA,0,1086.618211
acanthurus blochii,acanthurus,NA,acanthurus,NA,NA,NA,NA,0,1075.426063
petrus rupestris,pagrus,NA,pagrus,NA,NA,NA,NA,0,1074.35
promethichthys prometheus,NA,NA,NA,NA,NA,NA,NA,1,1064.845432
coregonus pidschian,coregonus pidschian,coregonus pidschian,coregonus,NA,NA,NA,NA,0,1061.800645
kyphosus sectatrix,kyphosus,NA,kyphosus,NA,NA,NA,NA,0,1041.308216
schedophilus ovalis,NA,NA,NA,NA,NA,NA,NA,1,1013.28046
acanthurus nigrofuscus,acanthurus,NA,acanthurus,NA,NA,NA,NA,0,990.5152064
hyporhamphus ihi,hyporhamphus ihi,hyporhamphus ihi,hyporhamphus,NA,NA,NA,NA,0,990.2075184
scymnodon ringens,NA,NA,NA,NA,NA,NA,NA,1,985.9683412
acipenser gueldenstaedtii,acipenser gueldenstaedti,acipenser gueldenstaedti,acipenser,NA,NA,NA,NA,0,964.1654
mola,mora,NA,mora,NA,NA,NA,NA,0,963.6985835
dasyatis centroura,dasyatis,NA,dasyatis,NA,NA,NA,NA,0,955.3118072
zebrasoma flavescens,NA,NA,NA,NA,NA,NA,NA,1,952.225595
enteroctopus dofleini,enteroctopus dofleini,enteroctopus dofleini,enteroctopus,NA,NA,NA,NA,0,938.444449
sympterygia bonapartii,NA,NA,NA,NA,NA,NA,NA,1,930
caulolatilus chrysops,NA,NA,NA,NA,NA,NA,NA,1,923.2192548
palaemon,palaemon,NA,palaemon,NA,NA,NA,NA,0,918.3116034
paralomis spinosissima,NA,NA,NA,NA,NA,NA,NA,1,910.0787348
raja asterias,raja,NA,raja,NA,NA,NA,NA,0,887.7175537
acipenser sturio,acipenser,NA,acipenser,NA,NA,NA,NA,0,884.4542448
haliotis tuberculata,haliotis,NA,haliotis,NA,NA,NA,NA,0,883.9781436
saccostrea cuccullata,saccostrea cucullata,saccostrea cucullata,saccostrea,NA,NA,NA,NA,0,869.392412
lambis lambis,lampris,NA,lampris,NA,NA,NA,NA,0,869.362412
pristipomoides sieboldii,pristipomoides,NA,pristipomoides,NA,NA,NA,NA,0,866.9173829
carassius carassius,carassius,NA,carassius,NA,NA,NA,NA,0,858.8021167
pterothrissus belloci,NA,NA,NA,NA,NA,NA,NA,1,856
lampris,lampris,NA,lampris,NA,NA,NA,NA,0,852.7067326
myliobatis aquila,NA,NA,NA,NA,NA,NA,NA,1,844.5185051
channichthys rhinoceratus,thynnichthys,NA,thynnichthys,NA,NA,NA,NA,0,812.202797
portunus sanguinolentus,portunus sanguinolentus,portunus sanguinolentus,portunus,NA,NA,NA,NA,0,809.7775884
huso huso,huso,NA,huso,NA,NA,NA,NA,0,802.880725
myripristis violacea,myripristis,NA,myripristis,NA,NA,NA,NA,0,795.594126
bothus mancus,bothus,NA,bothus,NA,NA,NA,NA,0,785.3473376
paranthias furcifer,NA,NA,NA,NA,NA,NA,NA,1,783.6814352
achirus klunzingeri,apharus,NA,apharus,NA,NA,NA,NA,0,779.4129657
chionodraco rastrospinosus,NA,NA,NA,NA,NA,NA,NA,1,773.826525
neomyxus leuciscus,neomysis,NA,neomysis,NA,NA,NA,NA,0,768.0262712
pentaceros decacanthus,NA,NA,NA,NA,NA,NA,NA,1,754.5518763
sclerocrangon,NA,NA,NA,NA,NA,NA,NA,1,739.7
liza saliens,liza saliens,liza saliens,liza,NA,NA,NA,NA,0,726.4255065
synanceiidae,synanceiidae,NA,NA,synanceiidae,NA,NA,NA,0,725.5527711
dipturus innominatus,dipturus,NA,dipturus,NA,NA,NA,NA,0,707.3691965
sphoeroides,NA,NA,NA,NA,NA,NA,NA,1,703.4274868
gaidropsarus,gaidropsarus,NA,gaidropsarus,NA,NA,NA,NA,0,691.1439523
molva macrophthalma,molva,NA,molva,NA,NA,NA,NA,0,689.9654561
stephanolepis hispidus,stephanolepis,NA,stephanolepis,NA,NA,NA,NA,0,679.6940529
coelorinchus chilensis,coelorinchus,NA,coelorinchus,NA,NA,NA,NA,0,673.0095238
gymnothorax unicolor,gymnothorax,NA,gymnothorax,NA,NA,NA,NA,0,668.5036126
acipenser stellatus,acipenser stellatus,acipenser stellatus,acipenser,NA,NA,NA,NA,0,656.619025
trachinotus blochii,trachinotus blochii,trachinotus blochii,trachinotus,NA,NA,NA,NA,0,652.747294
taractichthys steindachneri,NA,NA,NA,NA,NA,NA,NA,1,652.6089948
parapsettus panamensis,NA,NA,NA,NA,NA,NA,NA,1,618.8889504
acanthurus sohal,acanthurus,NA,acanthurus,NA,NA,NA,NA,0,612.9804756
mycteroperca interstitialis,mycteroperca,NA,mycteroperca,NA,NA,NA,NA,0,599.8044038
tonna galea,tonna,NA,tonna,NA,NA,NA,NA,0,585.5
pomadasys corvinaeformis,pomadasys,NA,pomadasys,NA,NA,NA,NA,0,583.0365044
naso brevirostris,naso,NA,naso,NA,NA,NA,NA,0,571.7513444
pontinus macrocephalus,puntius,NA,puntius,NA,NA,NA,NA,0,560.9693155
anchoa choerostoma,anchoa,NA,anchoa,NA,NA,NA,NA,0,555.5927335
epinephelus morrhua,epinephelus,NA,epinephelus,NA,NA,NA,NA,0,543.360243
acanthurus dussumieri,acanthurus,NA,acanthurus,NA,NA,NA,NA,0,542.6813611
centriscops humerosus,NA,NA,NA,NA,NA,NA,NA,1,538.6198983
paristiopterus labiosus,NA,NA,NA,NA,NA,NA,NA,1,532.8462891
echinus esculentus,evechinus,NA,evechinus,NA,NA,NA,NA,0,492.5
plectropomus laevis,plectropomus,NA,plectropomus,NA,NA,NA,NA,0,485.7879895
atlantoraja cyclophora,NA,NA,NA,NA,NA,NA,NA,1,484.3612526
loligo vulgaris,loligo vulgaris,loligo vulgaris,loligo,NA,NA,NA,NA,0,466.75
coregonus laurettae,coregonus,NA,coregonus,NA,NA,NA,NA,0,464.3021797
rhombosolea,NA,NA,NA,NA,NA,NA,NA,1,463.0632761
allothunnus fallai,allothunnus fallai,allothunnus fallai,allothunnus,NA,NA,NA,NA,0,440.8765603
cirrhitus pinnulatus,cirrhinus,NA,cirrhinus,NA,NA,NA,NA,0,440.4046679
rapana venosa,rapana venosa,rapana venosa,rapana,NA,NA,NA,NA,0,436.812
odontognathus mucronatus,NA,NA,NA,NA,NA,NA,NA,1,424.8014493
pandalopsis japonica,panlalopsis japonica,panlalopsis japonica,panlalopsis,NA,NA,NA,NA,0,416
calotomus carolinus,catostomus,NA,catostomus,NA,NA,NA,NA,0,406.7576539
plectorhinchus pictus,plectorhinchus,NA,plectorhinchus,NA,NA,NA,NA,0,404.7378456
hemiramphus archipelagicus,hemiramphus,NA,hemiramphus,NA,NA,NA,NA,0,402.1044143
mulloidichthys pfluegeri,mulloidichthys,NA,mulloidichthys,NA,NA,NA,NA,0,398.9662993
pristipomoides flavipinnis,pristipomoides,NA,pristipomoides,NA,NA,NA,NA,0,392.9692934
epinephelus summana,epinephelus,NA,epinephelus,NA,NA,NA,NA,0,389.074342
sphyraena picudilla,sphyraena picudilla,sphyraena picudilla,sphyraena,NA,NA,NA,NA,0,374.4323952
sphyraena putnamae,sphyraena,NA,sphyraena,NA,NA,NA,NA,0,362
mycteroperca tigris,mycteroperca,NA,mycteroperca,NA,NA,NA,NA,0,352.3596731
paracirrhites hemistictus,NA,NA,NA,NA,NA,NA,NA,1,346.1166341
raja undulata,raja,NA,raja,NA,NA,NA,NA,0,345.9724518
plagioscion surinamensis,plagioscion,NA,plagioscion,NA,NA,NA,NA,0,332.7868769
galeus,galeus,NA,galeus,NA,NA,NA,NA,0,332.7690637
sebastes oculatus,sebastes oculatus,sebastes oculatus,sebastes,NA,NA,NA,NA,0,330.7763229
aplodactylus punctatus,NA,NA,NA,NA,NA,NA,NA,1,326.447619
sargocentron,sargocentron,NA,sargocentron,NA,NA,NA,NA,0,322.2585727
helicolenus mouchezi,helicolenus,NA,helicolenus,NA,NA,NA,NA,0,319.2251331
sebastes capensis,sebastes,NA,sebastes,NA,NA,NA,NA,0,319.2251331
trachurus longimanus,trachurus,NA,trachurus,NA,NA,NA,NA,0,319.2251331
benthosema glaciale,benthosema glaciale,benthosema glaciale,benthosema,NA,NA,NA,NA,0,316.0161859
upeneus taeniopterus,upeneus,NA,upeneus,NA,NA,NA,NA,0,315.6675357
allocyttus niger,NA,NA,NA,NA,NA,NA,NA,1,300.780875
haemulopsis nitidus,haemulopsis,NA,haemulopsis,NA,NA,NA,NA,0,297.9585449
argyrosomus hololepidotus,argyrosomus halolepidotus,argyrosomus halolepidotus,argyrosomus,NA,NA,NA,NA,0,297
anguilla,anguilla,NA,anguilla,NA,NA,NA,NA,0,295.7068042
meganyctiphanes norvegica,meganyctiphanes norvegica,meganyctiphanes norvegica,meganyctiphanes,NA,NA,NA,NA,0,290
strombus,strombus,NA,strombus,NA,NA,NA,NA,0,287.7
pristipomoides zonatus,pristipomoides,NA,pristipomoides,NA,NA,NA,NA,0,285.6827799
capromimus abbreviatus,NA,NA,NA,NA,NA,NA,NA,1,282.7761806
polydactylus octonemus,polydactylus,NA,polydactylus,NA,NA,NA,NA,0,282.7557036
upogebia pugettensis,NA,NA,NA,NA,NA,NA,NA,1,271.8453826
acanthurus bahianus,acanthurus,NA,acanthurus,NA,NA,NA,NA,0,268.1716454
dipturus nidarosiensis,dipturus,NA,dipturus,NA,NA,NA,NA,0,254.2656275
mustelus asterias,mustelus,NA,mustelus,NA,NA,NA,NA,0,250.4813485
spisula,spisula,NA,spisula,NA,NA,NA,NA,0,247.8866868
regalecus glesne,NA,NA,NA,NA,NA,NA,NA,1,244.6754276
enchelyopus cimbrius,NA,NA,NA,NA,NA,NA,NA,1,243.5616988
cephalopholis,cephalopholis,NA,cephalopholis,NA,NA,NA,NA,0,239.2142331
stellifer zestocarus,stellifer,NA,stellifer,NA,NA,NA,NA,0,237.2300646
naso annulatus,naso,NA,naso,NA,NA,NA,NA,0,231.5122754
trachinotus goodei,trachinotus,NA,trachinotus,NA,NA,NA,NA,0,231.3165211
paralonchurus dumerilii,parolonchurus,NA,parolonchurus,NA,NA,NA,NA,0,229.7186061
dissostichus mawsoni,dissostichus mawsoni,dissostichus mawsoni,dissostichus,NA,NA,NA,NA,0,217.1701382
cottoperca gobio,cottoperca gobio,cottoperca gobio,cottoperca,NA,NA,NA,NA,0,215.2919973
morone,morone,NA,morone,NA,NA,NA,NA,0,214.3236448
lophius vaillanti,lophius,NA,lophius,NA,NA,NA,NA,0,209.1326584
dentex maroccanus,dentex maroccanus,dentex maroccanus,dentex,NA,NA,NA,NA,0,187.2246906
diodon hystrix,NA,NA,NA,NA,NA,NA,NA,1,186.0288566
torpedo,NA,NA,NA,NA,NA,NA,NA,1,171.7263787
tripterophycis gilchristi,NA,NA,NA,NA,NA,NA,NA,1,168.6657902
epinephelus lanceolatus,epinephelus,NA,epinephelus,NA,NA,NA,NA,0,162.965199
nototheniops larseni,NA,NA,NA,NA,NA,NA,NA,1,162.5830345
parapristipoma octolineatum,parapristipoma,NA,parapristipoma,NA,NA,NA,NA,0,161.0879709
diplodus sargus helenae,diplodus,NA,diplodus,NA,NA,NA,NA,0,158.2234494
heptranchias perlo,NA,NA,NA,NA,NA,NA,NA,1,157.8528649
epinephelus fasciatus,epinephelus fasciatus,epinephelus fasciatus,epinephelus,NA,NA,NA,NA,0,149.5173778
nemipterus randalli,nemipterus,NA,nemipterus,NA,NA,NA,NA,0,148.2837565
notopogon lilliei,NA,NA,NA,NA,NA,NA,NA,1,145.7795888
paratrachichthys trailli,NA,NA,NA,NA,NA,NA,NA,1,142.9202291
ciliata mustela,NA,NA,NA,NA,NA,NA,NA,1,133.763301
pomacanthidae,pomacanthidae,NA,NA,pomacanthidae,NA,NA,NA,0,132.9520687
etrumeus sadina,etrumeus,NA,etrumeus,NA,NA,NA,NA,0,125.0629701
anchoa mitchilli,anchoa,NA,anchoa,NA,NA,NA,NA,0,122.7861849
macrourus whitsoni,macrourus,NA,macrourus,NA,NA,NA,NA,0,120.9971344
diastobranchus capensis,NA,NA,NA,NA,NA,NA,NA,1,119.5717036
harengula humeralis,NA,NA,NA,NA,NA,NA,NA,1,118.8723845
echinorhinus brucus,NA,NA,NA,NA,NA,NA,NA,1,117.6972658
hyperoglyphe bythites,hyperoglyphe,NA,hyperoglyphe,NA,NA,NA,NA,0,113.7149063
dipturus laevis,dipturus,NA,dipturus,NA,NA,NA,NA,0,111.3186264
cittarium pica,NA,NA,NA,NA,NA,NA,NA,1,108.5072723
atlantoraja castelnaui,NA,NA,NA,NA,NA,NA,NA,1,106
pandalus kessleri,pandalus,NA,pandalus,NA,NA,NA,NA,0,97.5
lepidoperca pulchella,NA,NA,NA,NA,NA,NA,NA,1,96.67646507
chromis chromis,chromis,NA,chromis,NA,NA,NA,NA,0,95.56022026
sympterygia acuta,NA,NA,NA,NA,NA,NA,NA,1,93.25
haemulopsis axillaris,haemulopsis axillaris,haemulopsis axillaris,haemulopsis,NA,NA,NA,NA,0,91.88744242
coregonus oxyrinchus,coregonus,NA,coregonus,NA,NA,NA,NA,0,86.703682
psettodes bennettii,psettodes,NA,psettodes,NA,NA,NA,NA,0,83.05449997
rajella lintea,patella,NA,patella,NA,NA,NA,NA,0,83
cirrhitidae,NA,NA,NA,NA,NA,NA,NA,1,81.79146532
paralomis formosa,NA,NA,NA,NA,NA,NA,NA,1,80.455487
microcosmus sulcatus,microcosmus sulcatus,microcosmus sulcatus,microcosmus,NA,NA,NA,NA,0,72.13889035
pleuronichthys decurrens,pleuronichthys,NA,pleuronichthys,NA,NA,NA,NA,0,71.00055878
monodactylus argenteus,NA,NA,NA,NA,NA,NA,NA,1,68.69852919
paralomis,NA,NA,NA,NA,NA,NA,NA,1,68.41169187
diplodus cervinus cervinus,diplodus,NA,diplodus,NA,NA,NA,NA,0,65.39316899
callorhinchidae,callorhinchidae,NA,NA,callorhinchidae,NA,NA,NA,0,61.57922319
carpilius corallinus,barilius,NA,barilius,NA,NA,NA,NA,0,60.99930464
lambis truncata,lampris,NA,lampris,NA,NA,NA,NA,0,60.04611476
kuhliidae,kuhliidae,NA,NA,kuhliidae,NA,NA,NA,0,58.4699772
myoxocephalus quadricornis,myoxocephalus,NA,myoxocephalus,NA,NA,NA,NA,0,56.31762836
myripristis vittata,myripristis,NA,myripristis,NA,NA,NA,NA,0,56.08398465
cymatoceps nasutus,NA,NA,NA,NA,NA,NA,NA,1,55
labrus merula,labrus,NA,labrus,NA,NA,NA,NA,0,52.87331107
ellochelon vaigiensis,NA,NA,NA,NA,NA,NA,NA,1,52.36133392
lambis,lampris,NA,lampris,NA,NA,NA,NA,0,51.77987437
spectrunculus grandis,spectrunculus grandis,spectrunculus grandis,spectrunculus,NA,NA,NA,NA,0,50.74351761
spisula ovalis,spisula,NA,spisula,NA,NA,NA,NA,0,47.98051465
tylosurus,tylosurus,NA,tylosurus,NA,NA,NA,NA,0,47.70659386
scardinius erythrophthalmus,scardinius erythrophthalmus,scardinius erythrophthalmus,scardinius,NA,NA,NA,NA,0,46.54735946
trachyrincus scabrus,NA,NA,NA,NA,NA,NA,NA,1,44.17082069
anthias anthias,NA,NA,NA,NA,NA,NA,NA,1,43.24101857
bathyraja irrasa,bathyraja,NA,bathyraja,NA,NA,NA,NA,0,43.178658
tripneustes gratilla,tripneustes gratilla,tripneustes gratilla,tripneustes,NA,NA,NA,NA,0,41.35524803
leuciscus aspius,leuciscus,NA,leuciscus,NA,NA,NA,NA,0,39.741433
valamugil engeli,velamugil,NA,velamugil,NA,NA,NA,NA,0,38.61844101
symphurus plagusia,symphodus,NA,symphodus,NA,NA,NA,NA,0,37.10776
pinguipes brasilianus,pinguipes,NA,pinguipes,NA,NA,NA,NA,0,36
aulostomus chinensis,NA,NA,NA,NA,NA,NA,NA,1,34.84197622
gaidropsarus ensis,gaidropsarus,NA,gaidropsarus,NA,NA,NA,NA,0,34.82866089
scorpaenopsis diabolus,scorpaenopsis,NA,scorpaenopsis,NA,NA,NA,NA,0,34.71074476
cephalopholis urodeta,cephalopholis,NA,cephalopholis,NA,NA,NA,NA,0,26.85681705
uraspis helvola,NA,NA,NA,NA,NA,NA,NA,1,26.82312425
clepticus parrae,pleoticus,NA,pleoticus,NA,NA,NA,NA,0,26.00874978
chaetodon capistratus,chaetodon,NA,chaetodon,NA,NA,NA,NA,0,24.56968839
chlorurus sordidus,chlorurus,NA,chlorurus,NA,NA,NA,NA,0,24.54182845
somniosus pacificus,NA,NA,NA,NA,NA,NA,NA,1,22.41925
cromileptes altivelis,cromileptes altivelis,cromileptes altivelis,cromileptes,NA,NA,NA,NA,0,20.63926269
silurus glanis,silurus glanis,silurus glanis,silurus,NA,NA,NA,NA,0,20.08366464
bathyraja meridionalis,bathyraja,NA,bathyraja,NA,NA,NA,NA,0,19.54232558
aulostomidae,NA,NA,NA,NA,NA,NA,NA,1,19.43998968
cephalopholis sonnerati,cephalopholis sonnerati,cephalopholis sonnerati,cephalopholis,NA,NA,NA,NA,0,19.38031817
naso hexacanthus,naso,NA,naso,NA,NA,NA,NA,0,19.06464554
epinephelus hexagonatus,epinephelus,NA,epinephelus,NA,NA,NA,NA,0,18.70798684
trachyscorpia cristulata echinata,NA,NA,NA,NA,NA,NA,NA,1,16.98282641
parupeneus pleurostigma,parupeneus pleurostigma,parupeneus pleurostigma,parupeneus,NA,NA,NA,NA,0,16.46061103
loligo forbesii,loligo forbesi,loligo forbesi,loligo,NA,NA,NA,NA,0,14
bathyraja,bathyraja,NA,bathyraja,NA,NA,NA,NA,0,13.798
triakis megalopterus,triakis,NA,triakis,NA,NA,NA,NA,0,13
bathyraja murrayi,bathyraja,NA,bathyraja,NA,NA,NA,NA,0,12.775467
kuhlia mugil,kuhlia,NA,kuhlia,NA,NA,NA,NA,0,11.5242718
